feature,class
"[-359.99377     71.193245     7.854722    24.199854     6.1375957
  -13.460582   -28.770914   -15.337079   -16.317274    -5.9715075
  -22.081747   -10.282361   -17.37542     -5.6981726  -16.959795
   -9.333617    -5.863202    -4.4823704  -11.433199    -3.1619103
   -7.7811937   -7.4189296   -7.790273    -4.7664356   -6.4709754
   -2.3987      -5.1588326   -4.7568393   -1.6365901   -1.1753489
   -0.7538813    5.0556765    6.777553     5.728697     5.42368
    1.2931622    2.1148162   -2.2226002    1.614397    -2.0078514]",Sarah Silverman
"[-4.4847244e+02  5.9263859e+01  6.5118823e+00  1.7376444e+01
 -1.6044664e+01  1.1447217e+00 -8.4044323e+00 -3.2360096e+00
 -1.1955319e+01 -9.8088236e+00 -7.0285854e+00 -2.0201876e+00
 -1.3469394e+01 -2.6744130e+00 -9.9004536e+00 -3.5261838e+00
 -6.9221659e+00 -4.7767515e+00 -7.2600951e+00 -6.4312906e+00
 -4.0629678e+00 -5.9219427e+00 -6.1757164e+00 -2.0743091e+00
 -6.0509033e+00 -3.3695753e+00 -3.5001976e+00 -4.1307530e+00
 -3.6310747e+00 -2.9133701e+00 -3.1500525e+00 -2.5275288e+00
 -2.3117502e+00 -8.8626468e-01 -5.6873763e-01  8.3942570e-02
 -9.1067767e-01 -3.0601057e-01 -4.9505231e-01  3.2972715e+00]",Sarah Silverman
"[-2.0889134e+02  6.4759361e+01 -5.1557838e+01  5.2603831e+00
 -1.9671154e+01 -7.5081773e+00 -2.7550327e+01 -1.2258616e+01
 -2.7713161e+01  4.7617693e+00 -1.9848988e+01 -5.1529174e+00
 -1.6174274e+01  5.0332658e-02 -9.6224394e+00 -7.2954583e+00
 -8.0362616e+00 -2.8586016e+00 -8.0818300e+00  3.9119666e+00
 -1.5642460e-01  5.5447674e+00  4.1065025e+00  1.1764843e+01
 -3.6832509e+00  3.5320573e+00 -2.4312096e+00  2.7686465e+00
  1.6760225e+00 -1.4029421e+00  8.6141521e-01 -4.9692397e+00
 -5.9700412e-01 -4.9625020e+00 -2.7438610e+00  1.1820999e+00
 -2.5311358e+00 -1.2654865e+00 -5.6923838e+00 -1.8543029e+00]",Sofia Franklyn
"[-2.93435699e+02  9.95252228e+01 -1.56755953e+01  3.65770302e+01
  1.36768131e+01 -7.27371836e+00 -1.83035641e+01 -8.42863768e-02
 -1.46069365e+01  1.57908125e+01 -1.74021206e+01  6.15155697e+00
 -6.76273489e+00 -2.25778770e+00 -5.07372904e+00 -2.06289053e+00
 -1.11572256e+01  2.35564470e+00 -9.20043373e+00 -5.68411541e+00
 -8.84715652e+00 -3.06190896e+00 -8.14314270e+00 -4.99519730e+00
 -5.55571508e+00 -3.77274108e+00 -5.43602753e+00 -6.04944134e+00
 -4.96253109e+00 -5.33401346e+00 -3.63744307e+00 -2.20790029e+00
 -3.56592512e+00 -1.09585750e+00 -4.16959143e+00 -2.49259114e+00
 -1.89164603e+00 -2.53363061e+00 -3.54615045e+00 -2.68539667e+00]",Andrew Santino
"[-2.7588544e+02  4.9401482e+01 -3.6462254e+01  2.1589525e+01
 -2.1064951e+01 -1.7355192e+01 -2.6681765e+01 -2.8063824e+00
 -1.5456258e+01 -3.0671880e+00 -2.1174761e+01 -5.3951545e+00
 -4.4492441e-01  1.0751013e+01 -4.2967587e+00  3.6403921e+00
 -4.1283593e+00 -8.1924564e-01 -4.6402421e+00 -1.1322544e+00
 -3.4187946e+00 -1.1160526e+00 -4.1110263e+00  2.5878048e+00
 -4.3119259e+00  1.2875049e+00 -4.2551088e+00 -4.0812138e-01
 -2.0790901e+00 -1.7336683e+00 -1.5957116e+00 -2.5994675e+00
 -1.5040073e+00 -2.3113091e+00 -1.8309190e+00 -2.7201998e+00
 -1.9104369e+00 -1.8672974e-01 -2.4266794e+00 -1.2273484e+00]",Sofia Franklyn
"[-3.65609833e+02  6.35280228e+01 -5.64201498e+00  3.26469803e+01
  4.41503620e+00 -1.17356054e-01 -2.37783546e+01 -6.78614426e+00
 -1.39397793e+01  9.24691200e+00 -2.83919239e+01  7.57392740e+00
 -1.28511448e+01  7.26571083e-01 -6.49976158e+00 -5.41330147e+00
 -1.02485666e+01 -9.20888722e-01 -9.98825169e+00 -1.13482058e+00
 -1.42614002e+01 -1.55639052e+00 -8.48861694e+00 -5.65818548e+00
 -4.36047792e+00 -7.11126471e+00 -4.39682722e+00 -8.27686214e+00
 -2.20909190e+00 -9.96977425e+00 -3.50848699e+00 -5.08453560e+00
 -6.08410978e+00 -4.97087765e+00 -4.01518774e+00 -5.38262558e+00
 -5.37062645e+00 -3.55044603e+00 -5.53565550e+00 -2.05768538e+00]",Andrew Santino
"[-4.2464630e+02  7.7375710e+01 -5.4705639e+00  3.2345638e+01
 -5.0386143e-01  5.8294888e+00 -1.3852644e+01  4.2610383e+00
 -4.1153331e+00  7.5206399e+00 -9.4017630e+00  9.3304310e+00
 -6.0440669e+00  7.5117102e+00 -2.8081317e+00  7.1627741e+00
 -2.5490873e+00  3.6299820e+00 -2.3338580e+00  1.1385412e+00
 -6.0450773e+00  3.3795197e+00 -1.3437532e+00  2.3181430e-01
 -9.8993027e-01  3.4301293e-01 -3.2021632e+00  7.1630841e-01
 -8.8518775e-01  2.0474516e-01 -2.6117596e-01 -1.2372286e+00
 -1.5989281e+00  1.0145557e+00 -1.1269417e+00 -4.2290720e-01
 -8.4507954e-01 -1.0612472e+00  5.4524976e-01  5.5291647e-01]",Bill Burr
"[-4.13728058e+02  4.92024040e+01 -1.55056591e+01  1.39592085e+01
 -1.25446920e+01  8.57706249e-01 -1.45871820e+01 -1.62611523e+01
 -1.31665382e+01 -4.03788567e+00 -1.38801966e+01 -4.67935991e+00
 -9.24801826e+00 -1.43302453e+00 -1.44079676e+01 -2.31186152e+00
 -9.41305733e+00 -4.18510008e+00 -8.67700100e+00 -3.28343248e+00
 -4.01460600e+00 -7.83507395e+00 -2.76776981e+00 -4.90802860e+00
 -3.15129519e+00 -1.15773404e+00 -2.64638662e+00  1.20943773e+00
 -2.18078613e+00  1.72332704e-01 -1.91580153e+00 -1.22192085e+00
 -1.95804799e+00  9.26526308e-01 -3.10791910e-01  4.26617622e-01
 -1.60428435e-01  1.35372770e+00 -4.43726212e-01 -2.76195198e-01]",Sarah Silverman
"[-279.8962       86.14435     -20.401215     22.613169    -20.085718
  -12.368567    -23.868464    -26.253748     -5.7286315    -3.523394
  -31.159101     -2.621231     -8.151211      8.676206     -1.616263
   -9.9736       -9.311244     -2.4651663    -8.684482     -2.185294
   -9.604211     -9.625881     -7.1581473    -5.031114    -10.34599
   -4.9410486    -7.8792214     1.9939642     5.933094      9.633086
   12.381503      7.1334624     3.9840398     0.38181442   -0.8195881
   -1.435273     -0.8589079    -0.4948898    -2.1460443    -3.765535  ]",Sofia Franklyn
"[-4.3645291e+02  4.9471199e+01 -1.7858391e+01  5.0646653e+00
 -7.7130203e+00 -1.3330560e+00 -1.7761614e+01 -1.0968106e+01
 -4.6952206e-01  2.2864625e+00 -1.2924063e+01 -5.3494277e+00
 -1.7765607e+00  4.8419711e-01 -4.9272223e+00 -2.5836990e+00
 -6.9865780e+00 -3.3769665e+00 -2.7432771e+00 -8.6821115e-01
 -3.1184142e+00 -4.1673961e+00 -4.5452394e+00 -1.2398819e+00
 -4.7577696e+00 -2.7299654e-01 -1.3244854e+00  7.5955456e-01
  2.7308071e+00  1.4129197e-02  2.6222179e+00 -1.0948550e+00
  8.8433433e-01 -8.7418020e-02  1.7172790e+00 -1.0686169e-01
 -1.4511313e+00  9.7657286e-02 -1.4812210e+00 -1.3218493e+00]",Sofia Franklyn
"[-3.2229095e+02  7.4248383e+01 -2.3462107e+01  2.5347874e+01
 -1.1645075e+01 -1.8305632e+01 -2.2206089e+01 -7.8711333e+00
 -1.1313348e+01  2.0755973e-01 -2.1430393e+01 -2.9378774e+00
 -8.1863317e+00  4.8649606e-01 -7.9031763e+00 -5.5119233e+00
 -9.5202875e+00 -2.4705658e+00 -7.4269700e+00 -2.2118263e+00
 -7.9126687e+00 -4.6722827e+00 -8.5466547e+00  1.1652969e+00
 -7.2946000e+00 -2.1684518e+00 -8.0338831e+00 -5.8987770e+00
 -3.8843386e+00 -2.9163048e+00 -6.1280638e-01  1.1919720e+00
  5.5052438e+00  4.2262836e+00  5.6307731e+00  4.5074148e+00
  3.3940797e+00  3.3398998e+00 -6.7822731e-01 -1.4959210e+00]",Sofia Franklyn
"[-3.73938751e+02  9.10222855e+01 -2.47871990e+01  1.34411478e+01
 -1.03146362e+01 -1.56052666e+01 -1.06592865e+01 -1.03646393e+01
 -1.61452401e+00 -1.10329351e+01 -1.58681459e+01  2.16175103e+00
 -1.05056744e+01  3.31720859e-01 -4.65531111e+00 -1.42971420e+01
 -1.91132152e+00  1.74810886e-01 -6.49641132e+00 -5.33004284e-01
 -5.35076857e+00 -2.22496200e+00 -1.72064698e+00  1.18713999e+00
 -4.44461250e+00 -6.18869483e-01 -5.36324263e+00 -1.68456078e+00
 -2.03989768e+00 -1.54940581e+00 -5.57248116e-01 -3.11898685e+00
 -1.21350241e+00 -3.73567009e+00 -1.74373281e+00 -2.33948326e+00
 -3.16563344e+00 -4.75209773e-01 -3.37332559e+00 -1.15261018e+00]",Sofia Franklyn
"[-359.22733      87.23841      -3.8588712    19.620134     -2.9610941
   -1.0017385    -8.5060425     0.90791416  -14.721718      8.349539
  -11.592254      4.5509996    -9.620099      0.9773793    -3.6788592
   -6.427407     -7.2428126     0.37128225   -9.933009     -0.7713608
  -10.435317     -1.0377573    -5.8923426    -7.217254     -2.9406736
   -6.52547      -5.514657     -4.0516214    -5.214998     -5.897518
   -4.752034     -5.3783555    -4.6824703    -5.4123654    -3.3977535
   -3.687627     -3.1252742    -2.2644143    -2.0855188    -0.78826016]",Andrew Santino
"[-4.39826416e+02  1.05810196e+02  4.51235867e+00  2.92374458e+01
  8.64831161e+00  1.05807257e+01 -7.77741718e+00 -4.46737194e+00
 -2.69091415e+00  1.13199396e+01 -5.85478449e+00  3.50570583e+00
 -4.74700308e+00  4.77618027e+00 -5.29177856e+00  6.67293119e+00
 -7.29343319e+00  2.35413051e+00  1.63473868e+00 -3.86235380e+00
 -5.77160501e+00  2.00086546e+00 -5.39188576e+00 -3.69636059e+00
 -2.73858428e+00  1.40518457e-01 -5.64148951e+00 -1.92803323e+00
 -6.92245781e-01  3.68511051e-01 -1.51290846e+00 -8.97060215e-01
 -1.14165604e+00  6.82725310e-01 -2.67266130e+00 -3.34782314e+00
 -1.48917103e+00 -3.30084896e+00 -1.39179671e+00 -1.30844378e+00]",Bill Burr
"[-4.0497797e+02  8.5920959e+01  5.3452306e+00  2.0374979e+01
  5.1850090e+00  4.9195423e+00 -4.3743858e+00  7.0893615e-01
 -8.7148829e+00  1.0084296e+01 -8.7014990e+00  8.0122690e+00
 -2.0361562e+00  1.4206498e+00  1.6601573e+00  3.5690737e-01
 -3.2742927e+00  2.2097998e+00 -4.0830846e+00 -8.1688005e-01
 -4.4894671e+00 -8.2940030e-01 -3.0511415e+00 -1.3378954e+00
 -7.6058090e-01 -1.6719279e+00 -5.9159315e-01 -1.0931026e+00
 -7.5692010e-01 -1.2166376e+00 -1.7202847e+00 -2.8383048e+00
 -2.1592553e+00 -7.8287464e-01 -2.7955401e+00 -5.4581684e-01
 -2.3930478e+00 -1.4693648e+00 -1.5613992e+00 -1.1491177e+00]",Andrew Santino
"[-3.6015576e+02  9.5899185e+01 -5.6983991e+00  1.9357718e+01
  7.1277606e-01  7.8965111e+00 -3.5390830e+00 -4.6865063e+00
 -1.1633327e+01  1.1380807e+01 -8.7894611e+00  6.5312691e+00
 -1.1488414e+01 -4.0769057e+00 -7.0889091e-01  1.5763127e+00
 -8.9144602e+00  1.9293357e+00 -1.2912165e+00 -2.9820695e+00
 -3.6024466e+00  1.6425437e+00 -4.3926506e+00  1.6652409e+00
 -1.4912035e+00 -5.1777875e-01 -1.2445899e+00 -5.5772215e-01
 -7.2830814e-01 -1.9447148e-01 -1.3931018e+00 -1.6053272e+00
 -2.0727998e-01 -3.2453556e+00 -2.5483930e+00 -3.2000411e+00
 -3.4263513e+00 -1.2586250e+00  3.6000654e-01 -8.6910548e-03]",Bill Burr
"[-3.06818329e+02  1.02352364e+02 -7.03023100e+00  2.17928200e+01
 -1.03139887e+01 -5.77889013e+00 -2.43517551e+01 -1.35102119e+01
 -1.68634243e+01 -1.22426758e+01 -1.21658573e+01 -8.47840309e+00
 -1.42498474e+01 -6.71955299e+00 -1.67270317e+01 -4.56289005e+00
 -1.77358341e+01 -5.55497503e+00 -1.17881155e+01 -7.79918861e+00
 -6.29720736e+00 -7.70499134e+00 -5.27613878e+00 -1.30370295e+00
 -3.69235253e+00 -2.40591431e+00 -5.47030640e+00 -5.29033422e+00
 -2.02200580e+00 -2.79934973e-01  1.83004951e+00  2.24722505e+00
  3.85515642e+00  4.67709732e+00  4.13813591e+00  3.31888580e+00
 -1.50511038e+00  1.23183601e-01 -1.47314048e+00  1.67806268e+00]",Sarah Silverman
"[-381.55112      63.03047       6.9131813    39.444283     -9.608634
   17.139883    -10.326339     -4.9752693    -7.993246      9.508831
  -15.29348      10.188383    -10.156077      7.695068    -10.049158
    7.170179     -9.627348      3.8295715    -3.7641792    -1.9944218
   -7.5604863    -0.6536781    -6.976293     -2.368258     -3.2848473
   -1.5567995    -8.432949      0.8540697    -5.324269     -2.0556734
   -2.087607     -1.9183699    -2.5857825    -0.75179636   -2.5921073
   -2.2957404    -2.7604444    -2.1361938    -0.9834133    -1.5744768 ]",Bill Burr
"[-368.89713      50.320415     -6.1038675    50.38914      -5.5626297
   -9.425888    -23.740911      1.2522321   -15.269043     11.234151
  -29.907698      8.499421    -13.480443     -2.8607292    -7.5378304
   -5.8234916   -13.921426      1.7627147   -10.512957     -0.49904257
  -15.4817505     1.6199683    -9.113993     -6.074378     -3.6780393
   -6.5152144    -5.027376     -9.1634445    -2.9051955    -8.76813
   -5.5508957    -7.2181606    -3.0410714    -7.212379     -3.990396
   -3.1538491    -3.638499     -2.958211     -2.3201108    -3.3337522 ]",Andrew Santino
"[-5.4445178e+02  4.9673061e+01  7.8945837e+00  2.3892076e+01
  1.8337481e+01  5.5141664e+00  2.7406824e+00  6.9903922e+00
  6.9141626e+00  8.4744272e+00  1.3320551e+00  1.0880350e+01
  4.0720425e+00  5.7624302e+00  3.7206707e+00  5.0687504e+00
  1.9301630e+00  6.7846375e+00  1.6436510e+00  3.3628008e+00
  2.2804189e+00  3.3181448e+00  1.4732153e+00  2.4111712e+00
  1.9685447e+00  2.5942035e+00  9.9180347e-01  2.6134534e+00
  3.6189325e+00  2.2704782e+00  2.7782233e+00  2.7848811e+00
  2.0678163e+00  2.0083323e+00  7.3119140e-01  6.8532002e-01
  1.1895483e+00  4.5334092e-01  1.8884745e+00  1.5051163e+00]",Bill Burr
"[-1.56628342e+02  1.14055244e+02 -8.05335999e+00  3.34564285e+01
  6.91598463e+00  1.86589756e+01  6.42116070e+00  1.70399818e+01
 -6.87457085e+00  1.85346889e+01 -8.63682747e+00  1.31137190e+01
 -6.30742550e+00  9.29933357e+00 -1.07688246e+01  2.44459748e+00
 -1.02239923e+01  1.72327089e+00 -9.81902695e+00  3.73756719e+00
 -4.43090868e+00 -6.95510268e-01 -9.45106316e+00 -1.80186415e+00
 -6.46777630e+00  3.72037315e+00 -2.94156075e+00 -5.70353806e-01
 -5.11834908e+00 -1.24222243e+00  7.96006024e-01  1.73884369e-02
 -4.89931250e+00 -1.98103750e+00 -4.06508255e+00 -3.85716224e+00
 -3.96455526e+00  2.71988451e-01  2.64129066e+00  2.26537776e+00]",Sarah Silverman
"[-4.8790350e+02  7.0337044e+01  7.2249098e+00  1.8571672e+01
  5.2386522e+00  8.9620285e+00  2.4392962e+00 -2.1785034e-01
 -6.7079649e+00  8.7087584e+00 -6.1902404e+00  6.9996128e+00
 -5.6374917e+00  2.2417805e+00 -2.8915699e+00 -5.1774693e-01
 -5.0493593e+00 -7.9163921e-01 -7.1720343e+00 -2.4025288e+00
 -8.6973600e+00 -1.9503219e+00 -4.6246648e+00 -6.1745520e+00
 -3.1633439e+00 -5.0275507e+00 -3.8748286e+00 -4.0091791e+00
 -4.9234343e+00 -3.4716971e+00 -3.6695004e+00 -3.2244160e+00
 -4.0693331e+00 -2.7470746e+00 -4.1426902e+00 -2.3139501e+00
 -4.0534782e+00 -2.6880918e+00 -2.6734729e+00 -2.9740255e+00]",Andrew Santino
"[-2.5378839e+02  8.1401001e+01 -4.2779037e+01  9.0286264e+00
 -2.6756496e+01 -5.9290113e+00 -1.9778147e+01 -1.3082149e+01
 -1.0156864e+01  4.5419574e+00 -3.1718004e+01 -9.0606613e+00
 -1.0465470e+01  7.9845810e-01 -1.0578219e+01 -5.9451332e+00
 -9.7832899e+00 -5.5621777e+00 -1.7302099e+00 -5.5955070e-01
 -1.2984797e+00 -2.2445307e+00 -1.2885226e+00  4.2390742e+00
 -3.5353019e+00  3.4209986e+00 -2.6217079e+00 -1.6781473e+00
  9.2520431e-02 -2.0656328e+00  1.6258740e-01 -3.7990090e-01
  8.4638906e-01 -8.5058790e-01 -1.4575866e-01 -2.5066142e+00
 -2.5017626e+00  1.7742726e-01 -2.0924623e+00 -4.0181586e-01]",Sofia Franklyn
"[-2.7421048e+02  7.7257095e+01 -3.8377575e+01 -6.2376732e-01
 -9.6075478e+00 -1.0484323e+01 -1.8189516e+01 -1.1772731e+01
 -1.3881256e+01  6.5975201e-01 -1.8098234e+01  1.6218191e+00
 -6.2436361e+00  4.9841447e+00 -7.0502753e+00 -4.3956299e+00
 -6.2237949e+00 -3.3852339e-01 -7.8544712e+00  1.7540731e+00
 -2.4377713e+00  6.1077935e-01 -5.8230484e-01  2.6085651e-01
 -5.6985626e+00  5.2580147e+00  5.9439272e-01  4.5694776e+00
 -9.0277851e-01 -2.5619006e+00 -2.2077966e+00 -5.2013183e-01
  1.5590551e+00 -1.2971216e+00 -3.2762465e+00 -2.7121820e+00
 -2.6424510e+00 -1.5767097e+00 -1.7665715e+00 -2.9954281e-01]",Sofia Franklyn
"[-2.59270081e+02  7.91904449e+01 -1.05217285e+01  4.26638298e+01
  5.49847221e+00 -1.21700263e+00 -2.10638695e+01 -5.72484970e+00
 -1.95622826e+01  1.18808241e+01 -2.05996666e+01  6.66637468e+00
 -9.21546364e+00  3.46842146e+00  2.10647774e+00 -4.12429857e+00
 -1.02304983e+01  6.36342573e+00 -9.49524403e+00 -5.02764511e+00
 -9.55163193e+00 -1.69782889e+00 -8.35973454e+00 -3.71489453e+00
 -4.20517492e+00 -1.42250061e+00 -4.40932083e+00 -2.15734148e+00
 -2.46139836e+00 -3.22496009e+00 -3.06619835e+00 -2.37536335e+00
 -4.08673716e+00 -1.34130538e+00 -1.36247790e+00  2.27325344e+00
 -1.15279150e+00 -6.99904442e-01 -6.58430696e-01 -3.37972492e-02]",Andrew Santino
"[-320.9575       78.74231      -1.2182338    17.871964      2.602689
   -3.6186647   -18.224123     -5.1557927   -15.947201     12.099089
  -17.082186      8.606048    -11.334176     -0.83860177   -3.7243342
   -2.2942033   -14.303159     -0.43200806   -9.720906     -6.536786
   -9.881737     -2.7862732   -10.472779     -3.0869536    -6.7462378
   -1.7561134    -5.412782     -4.653246     -5.88778      -4.9155607
   -5.503026     -4.3706746    -5.272685     -1.8723567    -3.7081213
   -0.6327391    -3.7118928    -1.6629021    -3.4707978    -2.9437544 ]",Andrew Santino
"[-235.65427     102.87858     -47.418533     15.158556     -8.911782
  -16.07232     -18.426765    -15.302037    -16.065664     -3.989449
  -20.152353      0.89987785  -13.893102     -1.7476076    -4.480376
  -12.453677     -9.376417     -0.35566878  -16.717663      1.0806891
  -11.315043     -3.306152     -9.407887     -3.0727618   -11.244025
   -3.0497296    -7.860724     -0.40402982    2.664         0.94281286
    7.147809      2.1781728     4.860441      5.5488634     4.282881
    8.624101      2.5274131     5.191469     -0.90969926   -1.1629249 ]",Sofia Franklyn
"[-240.74242      70.09658     -28.625858     32.88439     -18.054129
  -22.352749    -26.114412    -19.807438    -17.035398      0.6683704
  -22.03269      -0.2619105   -14.02359       7.667603    -10.543129
   -8.0273905    -7.8979845    -8.202054    -10.346618     -0.9108038
   -5.552343     -2.1459837     1.09332       4.9285593    -1.3236996
    3.1484985    -3.370295      1.6447426     0.44889143    4.543468
    3.194867     -1.038243      1.5723972    -3.0624046    -1.7023559
   -2.674992     -2.9904206    -2.9118044    -2.1285505    -1.5857279 ]",Sofia Franklyn
"[-3.0449634e+02  9.8376953e+01 -2.3647137e+01  3.2520683e+01
 -1.0621489e+01 -3.9397321e+00 -1.6451609e+01  2.8900218e+00
 -1.6485003e+01  8.5918350e+00 -6.5899243e+00  2.1557109e+00
 -4.7008948e+00  2.6092985e+00 -7.6368542e+00  5.5787945e+00
 -7.6466722e+00  3.4253240e+00 -4.2644930e+00  1.0029392e+00
 -5.9014130e+00  1.8928410e+00 -8.5874624e+00  1.4762942e+00
 -1.7610098e+00 -4.5132103e+00  1.4667442e+00 -2.4943345e+00
  1.5357567e+00 -6.9828600e-01 -2.2441675e-01  9.1374964e-01
 -2.2617922e+00  7.2782564e-01 -1.0112381e+00 -2.5833013e+00
  1.9104137e+00 -4.6098450e-01  9.0519124e-01  2.6848429e-01]",Bill Burr
"[-295.43448      81.790375    -40.741146      9.641873    -22.172256
   -9.520819    -11.049336    -19.289948    -13.75065      -5.9468036
  -21.64361      -8.182146     -8.938948     -5.0377884    -7.3169117
   -1.6462554    -6.544878      2.0213962    -7.6474285    -3.51024
   -1.2396325    -1.2990904     2.194054      2.8775022    -2.2621467
   10.276886      2.2304554     1.8206449     0.39991292    0.32632667
   -3.059971     -3.9724526    -2.7102752    -2.6134143    -1.2555013
   -0.4557871    -1.5475662    -1.830498     -3.3183982    -0.7190515 ]",Sofia Franklyn
"[-2.4398851e+02  4.6094929e+01 -2.3983274e+01  5.0634827e+01
 -5.8930578e+00 -4.2017627e+00 -1.9634470e+01 -3.2602465e+00
 -1.1115999e+01 -1.3377682e+00 -1.7046553e+01  8.6302328e+00
 -1.5681783e+01  8.0612030e+00 -6.3069582e+00  1.2746906e+00
 -7.5679359e+00  1.7034247e+00 -6.7632399e+00 -4.8230579e-01
 -8.7019224e+00  2.4851491e+00 -8.3736496e+00 -2.8327661e+00
 -3.8105173e+00 -3.6386151e+00 -5.6056690e+00 -1.1950753e+00
 -5.5493593e+00 -1.2771712e-01 -2.3851349e+00 -1.7377887e+00
 -2.1992543e+00 -2.7684593e-01 -6.6316241e-01  1.8182902e+00
  8.5847360e-01  2.9994023e+00  4.2068353e+00  1.6138996e+00]",Bill Burr
"[-3.7045786e+02  8.6637711e+01 -1.6969111e+00  3.3929966e+01
  1.7473501e+00 -6.6055007e+00 -1.6120222e+01  3.0032482e+00
 -3.6993670e+00  5.2843361e+00 -1.0484794e+01  6.6592164e+00
 -6.1280146e+00  7.3425407e+00 -3.9537251e+00  3.1297340e+00
 -6.8838553e+00  2.0962207e+00 -2.4515874e+00 -2.3883620e-02
 -8.8765211e+00  6.3658686e+00 -7.8754926e+00  8.3882636e-01
 -2.2085428e+00 -2.0512476e+00  4.8207012e-01 -2.2574067e+00
  1.2124559e+00 -1.1873072e+00 -2.5686014e-01  1.4974427e-01
 -8.5330941e-02  1.5415136e+00 -3.1533859e+00 -3.8996944e-01
 -8.4121186e-01 -1.4794196e+00  7.3438388e-01 -1.6376806e+00]",Bill Burr
"[-2.23019623e+02  1.00876396e+02 -3.31610489e+01  3.26562729e+01
  5.72619724e+00 -9.79041767e+00 -1.48535042e+01 -5.97781229e+00
 -1.51221409e+01  9.82675838e+00 -1.84504375e+01  8.27864742e+00
 -9.71107006e+00 -1.32999873e+00 -1.55627692e+00 -9.78442073e-01
 -1.24809799e+01  5.89379454e+00 -1.14154396e+01  1.62454271e+00
 -1.08995600e+01 -4.79396045e-01 -6.12002993e+00 -2.24779916e+00
 -4.92057323e+00 -5.28935254e-01 -4.66460848e+00 -1.77476656e+00
 -3.63637662e+00 -1.50953150e+00 -5.54260015e+00 -1.48775995e+00
 -4.47536421e+00 -2.50030684e+00 -1.71558177e+00 -1.26552546e+00
  1.22575879e-01  6.39457896e-04 -2.60461364e-02  9.22464252e-01]",Bill Burr
"[-3.4360126e+02  8.5620300e+01 -1.3336269e+01  1.4315494e+01
 -6.8348641e+00 -4.5788822e+00 -4.2929072e+00 -4.8734527e+00
 -1.0920257e+01  1.0870814e+01 -1.0652410e+01  1.0734965e+01
 -8.9564075e+00  1.1867942e+00 -3.0756779e+00 -5.7099319e+00
 -8.9694157e+00  5.9219438e-01 -8.5321150e+00 -2.4004810e+00
 -6.5729771e+00 -2.0518982e+00 -6.8508091e+00 -3.8530588e+00
 -5.9417815e+00 -6.3528681e+00 -3.5226648e+00 -6.8331537e+00
 -2.1958725e+00 -3.4054086e+00 -1.4513958e-01 -2.0635951e-01
 -6.1307345e-02 -1.6329486e+00 -1.9201418e+00 -3.0011444e+00
 -2.4479570e+00 -2.0972247e+00 -2.2773082e+00 -2.0071974e+00]",Andrew Santino
"[-2.1518298e+02  9.0854630e+01 -7.0709095e+00  3.0108845e+01
  9.8715264e-01  7.0770612e+00 -2.4224356e+01 -2.3029544e+00
 -1.6516680e+01  4.7363682e+00 -1.6492056e+01  5.5599880e+00
 -9.9767170e+00 -2.3590767e-01 -2.5429480e+00  3.5299623e+00
 -1.2674288e+01  3.8611877e+00 -6.9593797e+00  1.2067517e+00
 -9.7888985e+00  1.6630414e+00 -5.4013715e+00 -2.3465958e+00
 -3.6073070e+00 -2.9075251e+00 -4.4877687e+00 -2.5768435e+00
 -4.2522860e+00  8.4489363e-01 -6.2976513e+00 -1.8730494e+00
 -3.7695475e+00 -2.7153323e+00 -9.7072834e-01 -1.3945630e+00
  1.6739435e+00 -9.6903011e-02  2.7273679e+00  2.5392516e+00]",Bill Burr
"[-3.29774597e+02  9.92288284e+01 -1.49285994e+01  2.68392830e+01
  1.92049587e+00  4.69015217e+00 -3.78309298e+00 -1.29950495e+01
 -1.29916258e+01  9.02147484e+00 -1.31927595e+01  8.77334404e+00
 -1.21472225e+01  2.63070202e+00 -2.26855636e+00  2.91611242e+00
 -9.45138550e+00  2.72796726e+00 -6.19971275e+00 -2.34815240e+00
 -8.16743946e+00  1.40703991e-01 -7.01177359e+00 -2.40504551e+00
 -5.42291164e+00  3.14646214e-01 -5.45291805e+00 -1.77416599e+00
 -3.32277799e+00  6.21975353e-03 -3.47412181e+00 -9.46943015e-02
 -3.08334231e+00 -2.00979424e+00 -2.52546072e+00 -2.97500205e+00
 -2.38750362e+00 -4.89782858e+00 -2.46617842e+00 -3.55240345e+00]",Bill Burr
"[-269.63318      77.10724       0.2856962    25.912022     -3.5323389
   -1.5315509   -13.456216     -5.9441113   -19.736778      5.6034656
  -17.586128      7.446558    -13.486232     -0.82905465   -4.6047025
   -1.8069832   -14.243235      0.82586247   -7.6867456    -8.038838
   -9.279792     -0.6525188   -11.886245     -1.6682538    -6.210595
   -3.253288     -6.6908712    -5.0250225    -4.623955     -2.0099452
   -5.252259     -1.8750511    -3.6232734    -0.9976244    -4.123956
   -2.1006513    -6.2980337    -4.6230574    -3.9819293    -1.8007702 ]",Andrew Santino
